adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/uRXd9fB7lU6KGz0fml9xGoR9s4N.jpg,,0,[],,63073,tt0385216,it,Scacco pazzo,,0.6,/4stXgADgYIS3OlTZrt314xWPtoM.jpg,[],[],2003-01-01,0,0,[],Released,,Scacco pazzo,False,0.0,0
