adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/kThxkMh2hNTUzFqPp72GfvXf5x0.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",https://distribution.arte.tv/fiche/TOM_CRUISE_LE_DORIAN_GRAY_DE_L_AMERIQUE,765522,tt13177242,en,Tom Cruise: An Eternal Youth,"After 40 years, Tom Cruise continues to push the envelope in film. Exposing ones' heart to the world through their work is not only risky business, as far as Cruise is concerned, it is the only way to achieve an end that feels complete.",6.988,/MQwWS1iBzUkpyjNFV8Je6dFoIU.jpg,"[{'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR'}, {'id': 143916, 'logo_path': None, 'name': 'Cow Lamp Films', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2020-10-05,0,53,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Tom Cruise: An Eternal Youth,False,6.5,13
False,/uRokRYuqQZf5v1JJERKhKTmJXLn.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",https://www.paramountplus.com/movies/video/fgRoiyWsKjXsRjs8D0_F6auAv8cd6PoB/,984430,,en,James Corden's Top Gun Training with Tom Cruise,"When ""Top Gun: Maverick"" star Tom Cruise calls you up to hang out for the day, you say yes. And for James Corden, that meant having Tom pilot you in two different fighter planes, pushing the limits of gravity and James's stomach.",133.694,/e8n8DacCyINeAezyO6tDyrrpCQg.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-06-01,0,27,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,James Corden's Top Gun Training with Tom Cruise,False,6.0,2
